alloy,Nb,Si,Ti,Al,Cr,Hf,Zr,Mo,V,W,Ta,Sn,VEC,x,Δx,ΔHmix,ΔSmix,ΔG,Tm,ΔTm,ρ,r,am,Δa,δ,Ω,Λ,mean_Molar Magnetic Susceptibility,mean_Neutron Cross Section,mean_Neutron Mass Absorption,mean_Space Group Number,mean_Speed of Sound,mean_A1 atomic number,mean_A6 atomic weight,mean_C1 temperature melting,mean_C12 modulus Young,mean_C2 temperature boiling,mean_C3 enthalpy vaporization,mean_C4 enthalpy melting,mean_C5 enthalpy atomization,mean_E13 Electron affinity,mean_E2 electronegativity (Pauling),mean_Electrophilicity Index,mean_Glawe Number,mean_Mass Magnetic Susceptibility,mean_S10 Lattice Constants a,mean_S11 Lattice Constants b,mean_S12 Lattice Constants c,mean_S13 radii atomic (coordination number 12) (pm),mean_S3 radii covalent,mean_Volume Magnetic Susceptibility,mean_共价半径 Pyykko(Double Bond) (pm),mean_共价半径 Pyykko(Single Bond) (pm),mean_共价半径 Pyykko(Triple Bond) (pm),mean_密度,mean_摩尔体积(cm3/mol),mean_摩尔热容(J/mol/k),mean_比热容J/g/k,mean_热导率W/(mk),mean_热膨胀(1/k),mean_电导率(MS/m),mean_电阻率(mΩ),mean_莫氏硬度(MPa),mean_金属半径 12 Neighbors(pm),mean_金属半径(pm),var_Molar Magnetic Susceptibility,var_Neutron Cross Section,var_Neutron Mass Absorption,var_Space Group Number,var_Speed of Sound,var_A1 atomic number,var_A6 atomic weight,var_C1 temperature melting,var_C12 modulus Young,var_C2 temperature boiling,var_C3 enthalpy vaporization,var_C4 enthalpy melting,var_C5 enthalpy atomization,var_E13 Electron affinity,var_E2 electronegativity (Pauling),var_Electrophilicity Index,var_Glawe Number,var_Mass Magnetic Susceptibility,var_S10 Lattice Constants a,var_S11 Lattice Constants b,var_S12 Lattice Constants c,var_S13 radii atomic (coordination number 12) (pm),var_S3 radii covalent,var_Volume Magnetic Susceptibility,var_共价半径 Pyykko(Double Bond) (pm),var_共价半径 Pyykko(Single Bond) (pm),var_共价半径 Pyykko(Triple Bond) (pm),var_密度,var_摩尔体积(cm3/mol),var_摩尔热容(J/mol/k),var_比热容J/g/k,var_热导率W/(mk),var_热膨胀(1/k),var_电导率(MS/m),var_电阻率(mΩ),var_莫氏硬度(MPa),var_金属半径 12 Neighbors(pm),var_金属半径(pm),KQ,
alloy171,50,16,20,2,2,5,0,5,0,0,0,0,4.62,1.6504,18.12,-32.0888,11.787,-59.96670518,2365.14,763.3,6.921006,1.3921,356.5664,83.4453,8.1959,0.86877369,0.175472871,1.810496,7.21822,0.002799,219.85,3600.8,33.58,75.82173777,2365.4894,110.55,4332.3,556.572,28.546,611.5366,71.677,1.6504,1.22121,58.26,23.46,356.7464,356.7464,400.7139,177.54,153.41,0.000170359,119.95,138.72,111.95,6.9365,10.954984,23.91874,0.39769,69.788,0.000006881,5.93316,0.000160176,6.015,144.8,130.7,0.951402916,497.3362448,3.42527E-05,223.4875,886441.36,203.3436,1273.199655,240379.0633,3706.9075,686313.85,18505.78702,106.423234,17996.65009,1813.693571,0.03283384,0.066145386,150.4524,201.5908,6953.608093,6953.608093,7791.670698,1045.9084,401.0219,8.59465E-09,47.1875,136.0216,33.8875,8.86009855,0.95072352,3.394395172,0.037083054,2511.786256,9.21534E-12,39.16531257,1.34344E-07,0.401025,26.56,48.07,11.2,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy172,52,16,20,2,2,3,0,5,0,0,0,0,4.64,1.6564,17.434,-31.9096,11.362,-58.84003964,2370.22,765.95,6.796644,1.3891,356.7744,83.366,7.9983,0.843960427,0.177606725,1.842776,5.16122,0.002407,220.55,3610.2,32.96,74.11006517,2370.3694,111.09,4335.12,558.672,28.58,613.8286,73.399,1.6564,1.22927,58.32,23.906,356.9616,356.9616,397.2197,177.34,153.19,0.000173689,119.89,138.62,111.83,6.8417,10.9036,23.89614,0.40011,70.402,0.000006909,6.00116,0.000160173,6.025,144.54,130.5,0.946648975,306.5072029,2.82967E-05,211.3075,879663.96,174.5384,1065.292084,242917.3524,3686.0419,689769.9856,18799.27462,106.24555,18285.52185,1712.136899,0.03039304,0.063473657,149.6376,195.138964,6939.906739,6939.906739,7660.371241,1035.6844,393.8939,8.47295E-09,46.3979,133.8556,32.1811,8.09204791,0.827781339,3.33755346,0.036142158,2472.803396,9.19882E-12,39.03377881,1.34345E-07,0.395625,22.4884,44.71,9.185,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy173,53,15,24,2,4,2,0,0,0,0,0,0,4.59,1.6272,12.478,-30.4896,10.3825,-54.70501623,2332.33,755.11,6.549431,1.3914,353.3357,82.0643,7.8769,0.794218889,0.167336729,1.926305,4.30706,0.002382,219.52,3567.8,31.77,71.13048087,2332.3794,104.66,4260.48,550.136,27.863,604.3952,70.919,1.6272,1.21392,57.84,26.054,353.5265,353.5265,398.8687,176.99,153.45,0.000182959,119.64,138.39,111.48,6.58108,10.860142,23.95335,0.41155,65.023,0.000007099,5.29315,0.000150187,6.1,144.52,130.39,0.879838248,207.7901783,2.52397E-05,229.5496,641565.16,157.2571,943.2917482,232346.1693,1783.6444,718514.9296,20192.8301,105.751481,19697.45363,1792.207739,0.01557016,0.064751974,143.9744,192.216884,6725.684991,6725.684991,7461.814067,981.0499,378.2875,8.28008E-09,46.1304,133.3779,32.3096,7.061415794,0.899536586,3.195723928,0.034105348,2232.269971,8.9411E-12,28.86846323,1.27444E-07,0.49375,24.1696,43.8979,15.5,"黄永林. Sr和Sc对Nb-Si-Ti-Cr-Al-Hf合金的微观组织和室温力学性能影响的研究[D]. 北京航空航天大学, 2019"
alloy174,45,8,29,3,10,5,0,0,0,0,0,0,4.62,1.5979,11.447,-20.0052,11.6863,-46.95731369,2306.3,739.97,6.863603,1.406,334.7689,65.494,7.1945,1.347255398,0.225774972,1.989918,7.81677,0.003582,216.82,3840.1,32.34,72.86965266,2306.6541,118.55,4165.85,530.667,25.2375,583.615,59.342,1.5979,1.14236,55.78,28.87,334.9309,334.9309,394.5107,179.56,155.36,0.000194683,119.63,138.45,111.41,6.81543,10.61624,24.26802,0.40689,60.086,0.000007465,5.83508,8.02123E-05,6.1675,144.41,130.79,0.638978724,492.0489649,4.02999E-05,268.9476,822660.99,188.4844,1186.928173,218101.6602,3221.4075,742442.4675,20648.00981,72.67036875,20459.79912,1726.775236,0.01310259,0.05451991,94.9516,177.0975,4287.965484,4287.965484,6891.699839,705.2464,278.7304,7.20027E-09,40.0131,115.8475,32.6219,7.171330125,1.735698573,2.02770596,0.031255878,2195.741004,1.03933E-11,38.07034147,7.35661E-08,0.94631875,44.0019,43.9059,13.4,"黄永林. Sr和Sc对Nb-Si-Ti-Cr-Al-Hf合金的微观组织和室温力学性能影响的研究[D]. 北京航空航天大学, 2019"
alloy175,82,16,0,2,0,0,0,0,0,0,0,0,4.8,1.6482,10.99,-30.8128,4.4412,-42.11005809,2543.74,725.03,7.371271,1.3849,365.6262,78.1556,7.3081,0.366641723,0.083155575,2.096216,0.97422,0.00096,228.6,3307.6,36.12,81.21645417,2543.5894,95.02,4677.46,624.562,30.287,679.678,92.828,1.6482,1.32184,58.62,22.532,365.9214,365.9214,365.9214,182.48,154.66,0.000194165,121.88,141.62,113.66,7.4542,11.01806,23.82224,0.34916,72.614,0.000006864,6.25416,0.000160124,6.015,144.66,131.1,0.981035043,0.140840132,0.000017216,0.8,284910.24,108.5056,622.5571374,204185.329,463.1396,527778.8484,14174.80436,83.623281,13204.69252,353.753216,0.01207876,0.027023054,144.7556,118.578576,6087.309968,6087.309968,6087.309968,1098.1696,399.1844,8.36959E-09,44.9856,133.6356,26.3844,5.67414436,0.218552816,3.101604742,0.032875014,1767.372804,8.3371E-12,26.57528285,1.3436E-07,0.251025,8.6244,39.45,16.8,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy176,79,16,0,5,0,0,0,0,0,0,0,0,4.74,1.6485,10.979,-31.7656,5.2313,-44.78756121,2489.24,800.16,7.208408,1.385,367.8735,78.177,7.3106,0.409939092,0.097882168,2.025716,0.94671,0.001848,228.48,3356.2,35.28,79.23870923,2489.0935,93.97,4610.71,612.685,29.8055,667.615,91.52,1.6485,1.31182,59.37,21.938,368.1579,368.1579,368.1579,180.08,153.37,0.000187688,121.52,140.99,113.51,7.2781,10.99253,23.81024,0.36812,78.113,0.000007338,7.19316,0.00016012,5.9175,144.57,130.83,1.076346249,0.155638586,4.17177E-05,1.1696,378037.56,123.1216,702.7888207,277711.9003,477.8291,626513.4459,17418.97128,94.47749475,16623.26228,426.6716,0.01205275,0.031488568,154.5131,123.966156,6090.151889,6090.151889,6090.151889,1209.9136,428.8931,9.17114E-09,46.9296,139.6899,26.4099,6.28385539,0.248667749,3.087594502,0.041306906,2537.084331,1.6015E-11,55.92154937,1.34362E-07,0.56131875,8.6451,40.2411,13.2,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy177,76,16,0,8,0,0,0,0,0,0,0,0,4.68,1.6488,10.967,-32.5888,5.8518,-46.83641153,2434.74,860.8,7.044789,1.3851,370.1208,78.1339,7.313,0.4371935,0.109420407,1.955216,0.9192,0.002736,228.36,3404.8,34.44,77.26096428,2434.5976,92.92,4543.96,600.808,29.324,655.552,90.212,1.6488,1.3018,60.12,21.344,370.3944,370.3944,370.3944,177.68,152.08,0.000181211,121.16,140.36,113.36,7.102,10.967,23.79824,0.38708,83.612,0.000007812,8.13216,0.000160116,5.82,144.48,130.56,1.161716955,0.16892344,6.46423E-05,1.5104,466440.96,136.3264,775.1975539,345298.8653,490.3136,716336.9184,20381.01194,104.868024,19750.8001,496.168256,0.01202656,0.03575328,163.1456,128.648064,6082.989945,6082.989945,6082.989945,1310.1376,455.2736,9.88878E-09,48.6144,144.9504,26.3904,6.831544,0.27747912,3.073296262,0.049019834,3246.317856,2.32435E-11,83.50437389,1.34363E-07,0.8526,8.6496,40.8864,12.1,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy178,82,16,0,0,2,0,0,0,0,0,0,0,4.86,1.6492,10.978,-30.3216,4.4412,-41.7295772,2568.67,666.03,7.454042,1.3812,363.3472,78.6356,7.4381,0.376232692,0.080274259,2.138296,1.03156,0.000402,228.68,3324.4,36.34,81.7167454,2568.52,99.2,4680.5,625.72,30.492,681.0096,93.264,1.6492,1.32594,58.16,23.266,363.6424,363.6424,363.6424,183.44,155.02,0.000200097,121.84,141.54,113.5,7.544,10.962894,23.80524,0.3402,69.752,0.0000065,5.65216,0.000160126,6.13,144.36,130.98,0.909056698,0.216942926,6.4196E-08,0.5376,358964.64,100.7044,580.5549065,154358.0496,1110.12,516768.09,13452.0016,77.672336,12362.71172,319.181904,0.01205136,0.024609056,137.2944,123.351044,6163.915818,6163.915818,6163.915818,1019.5264,381.2996,8.04058E-09,45.7744,136.4484,28.49,5.215428,0.481101823,3.102921902,0.02699152,1227.788496,3.0096E-12,6.111087494,1.3436E-07,0.1481,14.0304,41.6196,7.9,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy179,79,16,0,0,5,0,0,0,0,0,0,0,4.89,1.651,10.945,-30.6036,5.2313,-43.95162814,2551.57,670.15,7.415328,1.3758,362.176,79.4099,7.6169,0.436158757,0.090168142,2.130916,1.09006,0.000453,228.68,3398.2,35.83,80.4894373,2551.42,104.42,4618.31,615.58,30.318,670.944,92.61,1.651,1.32207,58.22,23.773,362.4604,362.4604,362.4604,182.48,154.27,0.000202518,121.42,140.79,113.11,7.5026,10.854615,23.76774,0.34572,70.958,0.000006428,5.68816,0.000160125,6.205,143.82,130.53,0.904593363,0.341453156,1.48091E-07,0.5376,558032.76,104.3611,601.7918933,157606.0236,2051.7036,599966.4939,15675.7036,79.936076,14591.97638,342.3819,0.011979,0.025595945,136.7916,136.056971,6287.674528,6287.674528,6287.674528,1021.3696,386.0171,8.40878E-09,48.8236,146.4459,31.4579,5.18589324,0.886585996,3.088783652,0.027146522,1236.097836,3.06202E-12,6.228435974,1.3436E-07,0.310475,21.6876,45.4491,10.7,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy180,76,16,0,0,8,0,0,0,0,0,0,0,4.92,1.6528,10.909,-30.8352,5.8518,-45.66641155,2534.47,673.49,7.375833,1.3704,361.0048,80.1596,7.7742,0.480983147,0.096822893,2.123536,1.14856,0.000504,228.68,3472,35.32,79.2621292,2534.32,109.64,4556.12,605.44,30.144,660.8784,91.956,1.6528,1.3182,58.28,24.28,361.2784,361.2784,361.2784,181.52,153.52,0.000204939,121,140.04,112.72,7.4612,10.746336,23.73024,0.35124,72.164,0.000006356,5.72416,0.000160124,6.28,143.28,130.08,0.900021098,0.459118886,2.26784E-07,0.5376,746208,107.4976,620.0163097,160269.1776,2938.7904,675429.7056,17693.7664,82.139264,16618.60845,364.726464,0.01190016,0.02655288,136.2816,148.2488,6408.638989,6408.638989,6408.638989,1021.3696,389.6096,8.76525E-09,51.52,155.3184,34.1216,5.15293056,1.268621486,3.071832902,0.027240582,1241.498304,3.10406E-12,6.343192454,1.3436E-07,0.4616,28.7616,48.8736,10.7,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy181,80,16,0,2,2,0,0,0,0,0,0,0,4.82,1.6494,10.97,-31.0048,5.2229,-44.23095859,2532.34,726.86,7.345131,1.3813,364.8454,78.7004,7.4399,0.426584225,0.094357737,2.091296,1.01322,0.000994,228.6,3356.8,35.78,80.39824877,2532.1894,98.5,4636,617.802,30.171,672.9676,92.392,1.6494,1.31926,58.66,22.87,365.1334,365.1334,365.1334,181.84,154.16,0.000195779,121.6,141.12,113.4,7.4266,10.945874,23.79724,0.35284,73.418,0.000006816,6.27816,0.000160123,6.065,144.3,130.8,0.977657522,0.229079972,1.72346E-05,0.8,420485.76,110.8516,636.2311767,205847.2073,1126.01,583851.84,15664.465,85.091609,14695.51256,368.934736,0.01203364,0.027663152,144.3844,127.6025,6173.71795,6173.71795,6173.71795,1098.3744,402.0944,8.6355E-09,47.08,140.5056,28.48,5.64987844,0.499445434,3.093341742,0.032919174,1768.633476,8.40814E-12,26.62490717,1.34361E-07,0.372025,14.01,42.12,11.5,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy182,74,16,0,5,5,0,0,0,0,0,0,0,4.79,1.6515,10.924,-32.1136,6.7809,-48.79963187,2460.74,800.69,7.139531,1.376,365.9215,79.5723,7.6217,0.519593937,0.11673031,2.013416,1.04421,0.001933,228.48,3479.2,34.43,77.19319573,2460.5935,102.67,4507.06,595.785,29.5155,650.839,90.43,1.6515,1.30537,59.47,22.783,366.1879,366.1879,366.1879,178.48,152.12,0.000191723,120.82,139.74,112.86,7.2091,10.812065,23.74774,0.37732,80.123,0.000007218,7.25316,0.000160119,6.0425,143.67,130.08,1.066077373,0.375898886,4.16088E-05,1.1696,695943.36,127.1251,726.3724356,278272.9798,2107.8611,746412.6564,20570.31428,97.81858475,19776.7141,461.0611,0.01193275,0.032934593,153.4291,147.101411,6312.655115,6312.655115,6312.655115,1201.2096,432.0056,9.87843E-09,51.3676,154.3524,31.2004,6.19603219,0.92214418,3.063093252,0.041017658,2515.705971,1.62977E-11,55.93077017,1.34362E-07,0.87881875,21.4611,46.1736,10.8,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy183,68,16,0,8,8,0,0,0,0,0,0,0,4.76,1.6536,10.873,-32.9344,7.9779,-51.99472001,2389.14,856.66,6.928783,1.3707,366.9976,80.4204,7.7827,0.578735912,0.131712808,1.935536,1.0752,0.002872,228.36,3601.6,33.08,73.98814268,2388.9976,106.84,4378.12,573.768,28.86,628.7104,88.468,1.6536,1.29148,60.28,22.696,367.2424,367.2424,367.2424,175.12,150.08,0.000187667,120.04,138.36,112.32,6.9916,10.678256,23.69824,0.4018,86.828,0.00000762,8.22816,0.000160114,6.02,143.04,129.36,1.142366634,0.52079704,6.42196E-05,1.5104,941437.44,139.7536,795.9689644,340446.8065,3054.9344,875722.4256,24506.66698,109.6862,23878.56576,545.488576,0.01182304,0.03782017,161.1616,166.585184,6449.368338,6449.368338,6449.368338,1281.4656,453.5936,1.10884E-08,54.4384,164.3904,33.3376,6.64757344,1.30903323,3.027944262,0.0479176,3172.864416,2.3864E-11,83.33538317,1.34363E-07,1.3846,28.1184,49.1904,9.4,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy184,65,16,18,0,0,1,0,0,0,0,0,0,4.65,1.6342,12.157,-30.352,7.9354,-49.65017861,2431.91,718.09,6.83069,1.3923,357.7312,81.9556,7.6206,0.635812421,0.136643976,2.011696,2.91206,0.001284,222.03,3389.3,33.57,75.2837005,2431.86,97.43,4458.29,585.098,29.151,639.774,78.709,1.6342,1.25663,57.73,24.955,357.9652,357.9652,391.0445,180.22,154.91,0.000186684,120.71,140.11,112.38,6.88766,11.021172,23.92434,0.38175,62.917,0.000006768,4.83816,0.000160173,6.075,145.03,131.02,0.885051905,107.2417405,5.94654E-06,184.8091,334534.51,136.0251,800.1147713,197983.9204,510.0051,614208.5259,17143.1572,96.652099,16422.48452,1489.710219,0.01477836,0.055681653,142.2771,162.524275,6703.793733,6703.793733,7300.782287,983.0316,370.9019,7.58824E-09,45.0459,128.3179,30.1356,6.595858544,0.277676977,3.297655924,0.030466808,1559.629411,3.57518E-12,7.004607974,1.34345E-07,0.036875,11.1691,39.0796,7.1,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy185,63,16,18,0,0,3,0,0,0,0,0,0,4.63,1.6282,13.02,-30.4512,8.5139,-51.11298794,2426.83,715.87,6.953574,1.3953,357.5232,82.0388,7.8221,0.678521304,0.139149554,1.979416,4.96906,0.001676,221.33,3379.9,34.19,76.9953731,2426.98,96.89,4455.47,582.998,29.117,637.482,76.987,1.6282,1.24857,57.67,24.509,357.75,357.75,394.5387,180.42,155.13,0.000183354,120.77,140.21,112.5,6.98246,11.072556,23.94694,0.37933,62.303,0.00000674,4.77016,0.000160176,6.065,145.29,131.22,0.900711321,307.3238267,1.2783E-05,199.0611,337158.99,164.0739,1004.004584,196045.7796,516.1179,611447.0691,16960.6588,96.868611,16252.54648,1609.554531,0.01695276,0.058794425,143.0211,169.911819,6717.927036,6717.927036,7475.236511,992.1036,377.2731,7.79649E-09,45.7371,130.1859,31.71,7.355195168,0.388536518,3.353222996,0.031318841,1589.420691,3.5838E-12,6.977973734,1.34344E-07,0.043275,14.9859,42.2316,8.9,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy186,61,16,18,0,0,5,0,0,0,0,0,0,4.61,1.6222,13.804,-30.5632,8.966,-52.2766105,2421.75,713.58,7.075322,1.3982,357.3152,82.1214,8.0112,0.710442967,0.13970231,1.947136,7.02606,0.002068,220.63,3370.5,34.81,78.7070457,2422.1,96.35,4452.65,580.898,29.083,635.19,75.265,1.6222,1.24051,57.61,24.063,357.5348,357.5348,398.0329,180.62,155.35,0.000180024,120.83,140.31,112.62,7.07726,11.12394,23.96954,0.37691,61.689,0.000006712,4.70216,0.000160179,6.055,145.55,131.42,0.914286739,498.9434148,1.93122E-05,212.3331,339606.75,191.3539,1202.03475,194060.01,521.6475,608669.7075,16769.3404,97.082811,16072.1019,1723.468275,0.01905516,0.06177727,143.7579,176.901531,6731.967717,6731.967717,7625.271869,1001.0956,383.5475,7.98256E-09,46.4211,132.0339,33.2556,8.096557712,0.494115428,3.407768548,0.032159162,1618.457979,3.59086E-12,6.942091494,1.34343E-07,0.049475,18.6675,45.3036,11.1,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy187,63,16,20,0,0,1,0,0,0,0,0,0,4.63,1.633,12.219,-30.4112,7.9169,-49.53629284,2415.73,720.92,6.751629,1.3929,357.032,82.3371,7.6406,0.628883202,0.135612659,1.998876,3.01106,0.001364,221.33,3402.5,33.19,74.3829131,2415.68,97.65,4429.15,579.95,28.991,634.574,77.139,1.633,1.24909,57.69,25.205,357.2588,357.2588,393.8075,179.78,154.83,0.000185558,120.55,139.89,112.22,6.8064,11.016772,23.93354,0.38691,62.281,0.000006794,4.75416,0.000160178,6.075,145.05,130.98,0.879046658,107.3731016,6.1187E-06,199.0611,345466.75,137.4539,808.1256931,200516.7376,515.7075,623254.7475,17464.6395,98.658819,16777.89412,1587.282579,0.014931,0.058401482,142.7339,166.909275,6767.188895,6767.188895,7339.735061,976.8716,369.7611,7.53705E-09,44.9275,127.6579,30.2316,6.64600084,0.28021113,3.314235428,0.030566602,1591.173739,3.63596E-12,7.037562854,1.34343E-07,0.036875,11.2275,38.9196,6.3,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy188,61,16,20,0,0,3,0,0,0,0,0,0,4.61,1.627,13.073,-30.52,8.4954,-50.99943601,2410.65,718.53,6.874929,1.3959,356.824,82.4181,7.84,0.671016907,0.138213895,1.966596,5.06806,0.001756,220.63,3393.1,33.81,76.0945857,2410.8,97.11,4426.33,577.85,28.957,632.282,75.417,1.627,1.24103,57.63,24.759,357.0436,357.0436,397.3017,179.98,155.05,0.000182228,120.61,139.99,112.34,6.9012,11.068156,23.95614,0.38449,61.667,0.000006766,4.68616,0.000160181,6.065,145.31,131.18,0.893878414,307.0479018,1.28925E-05,212.3331,348339.39,165.9739,1015.099212,198420.68,522.0579,620328.9411,17260.5195,98.864451,16584.11928,1701.719811,0.017091,0.061392709,143.4731,174.519819,6781.018163,6781.018163,7494.880336,986.1196,376.1675,7.7378E-09,45.6379,129.5699,31.8444,7.42074436,0.391522851,3.36938666,0.03144361,1620.184011,3.64604E-12,6.999504614,1.34342E-07,0.043275,15.0339,42.0876,7.5,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy189,59,16,20,0,0,5,0,0,0,0,0,0,4.59,1.621,13.849,-30.6416,8.9474,-52.16519702,2405.57,716.07,6.997088,1.3989,356.616,82.4986,8.0272,0.702430585,0.13885729,1.934316,7.12506,0.002148,219.93,3383.7,34.43,77.8062583,2405.92,96.57,4423.51,575.75,28.923,629.99,73.695,1.621,1.23297,57.57,24.313,356.8284,356.8284,400.7959,180.18,155.27,0.000178898,120.67,140.09,112.46,6.996,11.11954,23.97874,0.38207,61.053,0.000006738,4.61816,0.000160184,6.055,145.57,131.38,0.906626174,498.260204,1.93589E-05,224.6251,351035.31,193.7251,1216.213084,196276.9936,527.8251,617387.2299,17047.5795,99.067771,16379.8379,1810.226475,0.019179,0.064254009,144.2051,181.732531,6794.754809,6794.754809,7625.606744,995.2876,382.4771,7.91638E-09,46.3411,131.4619,33.4284,8.1775138,0.49755394,3.423516372,0.032308905,1648.440291,3.65456E-12,6.952198374,1.34341E-07,0.049475,18.7051,45.1756,7.9,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy190,61,16,22,0,0,1,0,0,0,0,0,0,4.61,1.6318,12.28,-30.4768,8.097,-49.90595635,2399.55,723.16,6.672506,1.3936,356.3328,82.711,7.6602,0.637506443,0.137988827,1.986056,3.11006,0.001444,220.63,3415.7,32.81,73.4821257,2399.5,97.87,4400.01,574.802,28.831,629.374,75.569,1.6318,1.24155,57.65,25.455,356.5524,356.5524,396.5705,179.34,154.75,0.000184432,120.39,139.67,112.06,6.72514,11.012372,23.94274,0.39207,61.645,0.00000682,4.67016,0.000160183,6.075,145.07,130.94,0.872712706,107.4848608,6.27806E-06,212.3331,356050.51,138.5939,814.513779,202525.97,521.3131,630602.6899,17733.118,100.614339,17079.22372,1679.925139,0.01508076,0.061007608,143.1875,171.169275,6829.586054,6829.586054,7363.419497,970.3244,368.6075,7.48333E-09,44.7579,126.9011,30.2764,6.68293676,0.282706564,3.330645652,0.030613145,1621.909075,3.6954E-12,7.056405734,1.34342E-07,0.036875,11.2851,38.7564,10.1,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy191,59,16,22,0,0,3,0,0,0,0,0,0,4.59,1.6258,13.125,-30.5952,8.67,-51.3552549,2394.47,720.6,6.796221,1.3966,356.1248,82.7899,7.8576,0.678539604,0.140423329,1.953776,5.16706,0.001836,219.93,3406.3,33.43,75.1937983,2394.62,97.33,4397.19,572.702,28.797,627.082,73.847,1.6258,1.23349,57.59,25.009,356.3372,356.3372,400.0647,179.54,154.97,0.000181102,120.45,139.77,112.18,6.81994,11.063756,23.96534,0.38965,61.031,0.000006792,4.60216,0.000160186,6.065,145.33,131.14,0.886716803,306.7523749,1.29891E-05,224.6251,359171.31,167.5851,1024.571004,200271.9956,527.9011,627512.5339,17507.3764,100.809091,16861.61208,1788.955291,0.01722636,0.06387729,143.9219,179.002819,6843.111288,6843.111288,7499.255823,979.7484,375.0491,7.67658E-09,45.4875,128.8571,31.9276,7.473087176,0.394470464,3.385381044,0.031515128,1650.138339,3.70694E-12,7.006923494,1.34341E-07,0.043275,15.0811,41.9404,8.1,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
alloy192,57,16,22,0,0,5,0,0,0,0,0,0,4.57,1.6198,13.892,-30.7264,9.1164,-52.509035,2389.39,717.96,6.918793,1.3996,355.9168,82.8682,8.0428,0.708922457,0.140931746,1.921496,7.22406,0.002228,219.23,3396.9,34.05,76.9054709,2389.74,96.79,4394.37,570.602,28.763,624.79,72.125,1.6198,1.22543,57.53,24.563,356.122,356.122,403.5589,179.74,155.19,0.000177772,120.51,139.87,112.3,6.91474,11.11514,23.98794,0.38723,60.417,0.000006764,4.53416,0.000160189,6.055,145.59,131.34,0.898636904,497.5573911,1.93928E-05,235.9371,362115.39,195.8075,1228.768583,197970.3924,533.9059,624406.4731,17272.8148,101.001531,16633.4939,1892.054875,0.01929996,0.066617045,144.6491,186.438531,6856.5439,6856.5439,7610.673282,989.0924,381.3939,7.84766E-09,46.2099,130.7931,33.55,8.245263512,0.500953732,3.439094916,0.032405397,1677.613611,3.7169E-12,6.948193254,1.3434E-07,0.049475,18.7419,45.0444,6.5,"李兆博. Nb-Si基超高温合金强韧化及高温变形行为[D].黑龙江:哈尔滨工业大学,2024."
